name,database_id,degree_weighted,degree_total,betweenness_unweighted,betweenness_weighted,clustering_unweighted,clustering_weighted,connected_component,role
Giovanni Morana,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9364,3,3,0.0001066484785732,0.0001066484785732,0.3333333333333333,0.0144927536231884,0,broker
Árpád Beszédes,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11571,4,4,0.0001066484785732,0.0001066484785732,0.5,0.0217391304347826,0,broker
Mohd Hafeez Osman,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9290,7,7,0.0001066484785732,0.0001066484785732,0.7142857142857143,0.0375697640997646,0,core
Wasif Afzal,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8640,6,6,0.0001066484785732,0.0001066484785732,0.6666666666666666,0.030267390058862,0,core
Qusay H. Mahmoud,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2937,5,5,0.0001066484785732,0.0001066484785732,0.6,0.0260869565217391,0,core
Jörg Kienzle,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8997,3,3,0.0001066484785732,0.0001066484785732,0.3333333333333333,0.0144927536231884,0,broker
Ken Power,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5266,2,4,0.0001066484785732,0.0001066484785732,0.0,0.0,0,broker
Rajkumar Buyya,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8612,4,4,0.0001066484785732,0.0001066484785732,0.5,0.0217391304347826,0,broker
Naomi Unkelos-Shpigel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:528,3,5,0.0001066484785732,0.0001066484785732,0.3333333333333333,0.030146142363071,0,broker
Carlos Eduardo da Silva,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3938,4,4,0.0001066484785732,0.0001066484785732,0.5,0.0268838836715702,0,broker
Darko Bozhinoski,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8967,8,8,0.0001066484785732,0.0001066484785732,0.75,0.0326086956521739,0,core
Zadia Codabux,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9561,3,3,0.0001066484785732,0.0001066484785732,0.3333333333333333,0.0144927536231884,0,broker
Heike Wehrheim,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6001,6,9,0.0001066415791084,0.0002665746250452,0.5333333333333333,0.033344680546732,0,broker
Aitor Arrieta,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2833,9,11,0.0001066381293759,0.0001066536531719,0.6388888888888888,0.0336484158704571,0,core
Claudia Linnhoff-Popien,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4836,10,15,0.0001066329547772,0.0002132555603572,0.5777777777777777,0.0364717478570595,0,broker
Massimo Narizzano,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9707,5,6,0.0001066277801786,0.0001066277801786,0.6,0.0306073226068673,0,core
Ivana Bosnic,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12130,6,7,0.0001066277801786,0.0001066277801786,0.7333333333333333,0.0356510297086213,0,core
Francisco José Domínguez Mayo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10022,6,7,0.0001066277801786,0.0001066277801786,0.6,0.0298539282593459,0,core
Armando Tacchella,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9708,5,6,0.0001066277801786,0.0001066277801786,0.6,0.0306073226068673,0,core
Igor Cavrak,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12131,6,7,0.0001066277801786,0.0001066277801786,0.7333333333333333,0.0356510297086213,0,core
Maja Stula,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12686,4,5,0.0001066277801786,0.0001066277801786,0.6666666666666666,0.034635964852787,0,core
María José Escalona,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10024,6,7,0.0001066277801786,0.0001066277801786,0.6,0.0298539282593459,0,core
Josip Maras,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12684,4,5,0.0001066277801786,0.0001066277801786,0.6666666666666666,0.034635964852787,0,core
André C. Hora,4:a207e2fc-2358-4733-aaec-376a2c17a19b:199,5,6,0.0001066174309812,0.0001066174309812,0.6,0.0306073226068673,0,core
Marie-Christine Jakobs,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10792,5,6,0.0001066174309812,0.0,0.6,0.0353777990175371,0,core
Heejo Lee,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8492,6,7,0.0001066174309812,0.0001066174309812,0.6,0.0298539282593459,0,core
Ming Hua 0003,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6791,7,9,0.0001065863833892,0.0001065863833892,0.7142857142857143,0.0385076821924404,0,core
Yunho Kim,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6075,4,5,0.0001065863833892,5.329319169463253e-05,0.6666666666666666,0.037009008346072,0,core
Weifeng Pan 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6789,7,9,0.0001065863833892,0.0001065863833892,0.7142857142857143,0.0385076821924404,0,core
Efraín R. Fonseca C.,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5527,5,6,0.0001065794839243,0.0001065794839243,0.6,0.0306073226068673,0,core
Abhishek Sainani,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1872,9,15,0.0001065725844594,0.0,0.6111111111111112,0.0476908061321924,0,core
Marcus Trapp,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3007,5,7,0.0001065656849945,0.0,0.8,0.0564173712417449,0,core
Zhijie Wang 0014,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1340,13,16,0.0001065595740725,5.125945121288604e-06,0.4358974358974359,0.0253595590854263,0,broker
Vincenzo Riccio,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9783,8,9,0.0001064943690255,0.0001789632362461,0.5714285714285714,0.0309528679393807,0,broker
Umair Z. Ahmed,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7095,6,7,0.0001064311454291,2.06983946770104e-08,0.6,0.0308031456566599,0,core
Jiahao Liu 0005,4:a207e2fc-2358-4733-aaec-376a2c17a19b:425,7,8,0.0001063587010478,0.0001063587010478,0.6190476190476191,0.0310595773699309,0,core
Phuong T. Nguyen 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2200,9,10,0.0001063545206895,6.20951840310312e-08,0.5555555555555556,0.0273753254240666,0,broker
Jorge Andrés Díaz Pace,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12476,6,8,0.0001061129177623,2.883277754176432e-05,0.4,0.0241651092539764,0,broker
Dario Amoroso d'Aragona,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10617,11,13,0.0001056661219066,3.889159365161331e-05,0.6363636363636364,0.0354658709428842,0,core
Sten Grüner,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12554,8,11,0.0001055510528169,0.0003178486883391,0.5357142857142857,0.0318576164162717,0,broker
Filipe Roseiro Côgo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:575,11,11,0.0001055425896494,1.2858812730598596e-05,0.4363636363636363,0.0208492001873329,0,broker
Thomas Degueule,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3299,6,7,0.0001054762073115,0.0001117784032073,0.7333333333333333,0.037157818403664,0,core
Nargiz Humbatova,4:a207e2fc-2358-4733-aaec-376a2c17a19b:581,9,13,0.0001054715829024,8.002689328621345e-06,0.6944444444444444,0.0429978631720082,0,core
Leen Lambers,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3019,6,6,0.0001051706507766,0.000149006030734,0.4666666666666667,0.0202898550724637,0,broker
Felix Keplinger,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3550,10,18,0.0001048539364744,1.2415932047004687e-05,0.5777777777777777,0.047173414495614,0,broker
Xiaofeng Liu 0013,4:a207e2fc-2358-4733-aaec-376a2c17a19b:763,12,14,0.0001042717331836,4.177448346052964e-05,0.6818181818181818,0.0342606663918273,0,core
Prem Devanbu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:889,12,12,0.0001042271114557,1.4035872928851774e-05,0.5454545454545454,0.0241779780106734,0,broker
Peisen Yao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:591,11,12,0.0001033153670008,1.305982460808202e-05,0.3818181818181818,0.021073471762026,0,broker
Germán Regis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2541,14,44,0.00010322543412,0.0001013105373128,0.5164835164835165,0.0701700606630789,0,broker
Johannes Bader 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4593,11,13,0.0001032081234621,8.522613290151113e-06,0.6545454545454545,0.0344920553975569,0,core
Edson César Cunha de Oliveira,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2783,14,20,0.000103166218641,8.578310788554654e-06,0.4945054945054945,0.031425838600728,0,broker
Hamzeh Khazaei,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2864,7,9,0.0001025851787448,0.0001212874182086,0.4285714285714285,0.0268406789734359,0,broker
Gian Luca Scoccia,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3410,12,22,0.0001023728864567,0.0002271229673309,0.4090909090909091,0.0323336371445571,0,broker
Andrew Truelove,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3648,5,7,0.00010219883637,9.249898204925364e-05,0.5,0.0272170480430211,0,broker
Andrew Habib,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7314,11,14,0.000102056680182,0.0,0.7272727272727273,0.0442830931700927,0,core
Abdoul Kader Kaboré,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7313,11,14,0.000102056680182,0.0,0.7272727272727273,0.0442830931700927,0,core
Sicong Cao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4820,11,20,0.0001012174920914,2.431602786963232e-05,0.8181818181818182,0.0595353500181269,0,core
Lili Bo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4821,11,20,0.0001012174920914,2.431602786963232e-05,0.8181818181818182,0.0595353500181269,0,core
Zhi Guan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:637,11,16,0.000101215761393,1.4967526650813155e-06,0.6181818181818182,0.0444219270893158,0,core
Guanhong Tao 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1674,16,18,0.0001008326340486,3.353829884164915e-06,0.425,0.0223067742192494,0,broker
Eiji Adachi Barbosa,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9723,6,6,0.0001008166424162,1.4511299534807374e-05,0.6666666666666666,0.0306881189912121,0,core
Enrico Vicario,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12423,7,10,0.000100507158524,1.89735284539262e-08,0.5238095238095238,0.0388740351881378,0,broker
Haochen He,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2181,11,17,0.0001001434729155,3.0752639891368214e-06,0.6727272727272727,0.0478861094142415,0,core
Mark Klein 0003,4:a207e2fc-2358-4733-aaec-376a2c17a19b:998,9,16,0.0001000074069249,3.7576946019194975e-05,0.5,0.0447527344040685,0,broker
Rima Al Ali,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11962,10,16,9.93739643752337e-05,1.55237960077578e-08,0.6,0.0480420756305208,0,core
Jean Quilbeuf,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12153,8,9,9.908625918958294e-05,1.08814417730569e-05,0.5714285714285714,0.0324526881557702,0,broker
Anjiang Wei,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1309,12,13,9.847775611076158e-05,1.3660940486826865e-06,0.3939393939393939,0.0204368700819005,0,broker
Jan Pacovsky,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8340,8,11,9.782778399177968e-05,0.0,0.6785714285714286,0.0620882281461826,0,core
Jürgen Börstler,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2985,7,7,9.775284411875712e-05,0.0001126096655221,0.4285714285714285,0.0200873097726755,0,broker
Laura Moreno,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4505,10,18,9.77378204665236e-05,1.542720349926508e-05,0.6444444444444445,0.0571032927189591,0,core
M. Alireza Hakamian,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12164,11,21,9.7690423423689e-05,8.686949098190594e-05,0.4,0.0344815262487663,0,broker
Maxime Lamothe,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2229,7,8,9.756335553119544e-05,1.1680794062726202e-05,0.2857142857142857,0.0147147891340744,0,broker
Akinori Ihara,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3201,10,13,9.751016800786994e-05,2.5872993346263e-08,0.4,0.0269745863494225,0,broker
Jörg Henß,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12248,10,13,9.71706798374192e-05,1.9520311046643896e-05,0.5555555555555556,0.0313876490825036,0,broker
Ettore Merlo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11542,6,6,9.704797194644737e-05,6.94534633387084e-05,0.4,0.017391304347826,0,broker
Tianming Liu 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:966,12,12,9.703109071366396e-05,4.3121655577104994e-08,0.5151515151515151,0.0258445061909382,0,broker
Haowen Yang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4904,12,12,9.69017129609878e-05,2.8928926513228265e-05,0.4696969696969697,0.0225898205150508,0,broker
Ezekiel O. Soremekun,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1628,8,14,9.6309561295885e-05,0.0002774168169503,0.5,0.0344641976746637,0,broker
Tianxiao Gu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6273,16,33,9.593218237249656e-05,0.0018738389297414,0.4416666666666666,0.0415119389757227,0,broker
Stephan Seifermann,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11964,13,33,9.58342275663621e-05,4.13967893540208e-08,0.5512820512820513,0.0640926001738778,0,broker
Maged Elaasar,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4081,5,8,9.576830786740467e-05,5.181427149265755e-05,0.9,0.0589544621711706,0,core
Marcela Genero,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4080,5,8,9.576830786740467e-05,5.181427149265755e-05,0.9,0.0589544621711706,0,core
Yvan Labiche,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4079,5,8,9.576830786740467e-05,5.181427149265755e-05,0.9,0.0589544621711706,0,core
Qianxiang Wang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1269,17,22,9.574256514200786e-05,7.521959925023399e-05,0.5,0.0287821946542361,0,broker
Jiayi Yao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7838,12,12,9.546328036239692e-05,5.141826211013999e-06,0.4696969696969697,0.0219294073656254,0,broker
Sheng Wen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4148,9,11,9.520919084506724e-05,1.609213942826391e-05,0.6666666666666666,0.0351221549140527,0,core
Xiaogang Zhu 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4146,9,11,9.520919084506724e-05,1.609213942826391e-05,0.6666666666666666,0.0351221549140527,0,core
Kunpeng Zhang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4143,9,11,9.520919084506724e-05,1.609213942826391e-05,0.6666666666666666,0.0351221549140527,0,core
Emad Aghajani,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5135,13,26,9.44499513259524e-05,2.41481271231788e-07,0.5384615384615384,0.0532707958463578,0,broker
Patanamon Thongtanunam,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2533,8,10,9.398779022547852e-05,1.0918403192122983e-06,0.3571428571428571,0.0226483281146663,0,broker
Lucas Sakizloglou,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3017,6,6,9.197856774294396e-05,2.3706475126758087e-05,0.4666666666666667,0.0210432494199851,0,broker
Zhiyong Feng 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:252,12,15,9.163710627901147e-05,9.77309201999508e-06,0.4242424242424242,0.0250640727569368,0,broker
Ziyi Zhang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5801,5,5,9.156887074783182e-05,4.262222056221093e-05,0.6,0.0260869565217391,0,core
Aastha Pant,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5901,14,15,9.140229340964856e-05,3.06755958667371e-05,0.5604395604395604,0.02598135386939,0,broker
Thomas W. Reps,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5986,6,11,9.100586626000143e-05,7.176650522474701e-05,0.6,0.0493121902777671,0,core
Jordan Henkel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5984,6,11,9.100586626000143e-05,7.176650522474701e-05,0.6,0.0493121902777671,0,core
Kamonphop Srisopha,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2753,8,12,9.080875053051248e-05,7.85343090478476e-05,0.5,0.0310252269142339,0,broker
Jiazhen Gu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1168,23,35,9.060395534000976e-05,0.0008572544019416,0.3873517786561264,0.0259041912864037,0,broker
Syed Shariyar Murtaza,4:a207e2fc-2358-4733-aaec-376a2c17a19b:381,8,9,9.0592216410482e-05,9.898948874192678e-05,0.3571428571428571,0.0192036711205789,0,broker
Klym Shumaiev,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12266,9,35,9.058859414340656e-05,1.3971416406982018e-08,0.6944444444444444,0.1003738426861295,0,core
Andreas Biesdorf,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5003,9,35,9.058859414340656e-05,0.0001598521497109,0.6944444444444444,0.1013439991725957,0,core
Pasquale Salza,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6556,9,11,8.938323489476767e-05,1.978766531122194e-06,0.6111111111111112,0.0378010975551792,0,core
Dongsun Kim 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3701,20,34,8.887643880858351e-05,1.2421451618918535e-05,0.4526315789473684,0.0362979700018684,0,broker
Floris Bex,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12726,8,10,8.86549916429041e-05,1.807746045103396e-05,0.4285714285714285,0.025030604807725,0,broker
Shichao Lv,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4374,9,10,8.857262262922816e-05,4.082819110937204e-05,0.5833333333333334,0.0282691405811984,0,broker
Kenji Fujiwara,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5090,9,10,8.853859463495014e-05,0.0001167926886283,0.5555555555555556,0.0266659038637185,0,broker
Fabiano Pecorelli,4:a207e2fc-2358-4733-aaec-376a2c17a19b:909,8,9,8.853181670705972e-05,0.0,0.6071428571428571,0.0413704763062705,0,core
Feng Li 0045,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1601,15,16,8.808792329981251e-05,1.135947612631167e-06,0.5428571428571428,0.0253525034163546,0,broker
Wei Huo 0005,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1604,15,16,8.808792329981251e-05,1.135947612631167e-06,0.5428571428571428,0.0253525034163546,0,broker
Jie Liang 0006,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1101,21,43,8.807543896624794e-05,4.582969554734719e-07,0.3857142857142857,0.0338739460103196,0,broker
Henning Groenda,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8210,6,6,8.766651019375795e-05,2.063543705986781e-05,0.4,0.0205131641818174,0,broker
Paul Rimba,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1118,13,23,8.748192208958886e-05,1.0727189450821009e-05,0.6153846153846154,0.04735684316792,0,core
Davood Mazinanian,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4234,10,17,8.700151528570807e-05,0.0001268859889954,0.4,0.0294195867755055,0,broker
Feng Chen 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4516,8,10,8.699356986591632e-05,7.44084484955999e-06,0.7142857142857143,0.037451945029097,0,core
Yu Nong,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4514,8,10,8.699356986591632e-05,7.44084484955999e-06,0.7142857142857143,0.037451945029097,0,core
Chun Cao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2403,14,28,8.697084565769735e-05,1.7789530996508894e-06,0.6263736263736264,0.0546599873594194,0,core
Patrick Heymans,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4443,11,16,8.683495020682777e-05,1.0468973617096332e-05,0.509090909090909,0.0341502986452175,0,broker
Jiaming Ye,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1659,11,11,8.677454367121884e-05,7.24443813695364e-07,0.509090909090909,0.0235408792592326,0,broker
Hao He 0012,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6655,11,15,8.671000503864175e-05,4.7236939975923466e-06,0.4,0.0253046081979932,0,broker
Murali Chintalapati,4:a207e2fc-2358-4733-aaec-376a2c17a19b:808,12,13,8.661968549820553e-05,7.7618980038789e-08,0.5454545454545454,0.0288239198077896,0,broker
Dominik Fuchß,4:a207e2fc-2358-4733-aaec-376a2c17a19b:67,27,64,8.640391408042797e-05,7.075401247091391e-07,0.4871794871794871,0.0506675838016767,0,broker
Manuel Oriol,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12512,5,6,8.635788915778615e-05,2.7039347886312544e-05,0.7,0.0363789747897948,0,core
Marco Stadler,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8571,7,10,8.603404888029654e-05,0.0001731974424344,0.5714285714285714,0.0381552227888856,0,broker
Jiakun Liu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6148,14,16,8.554723123320978e-05,0.0,0.4725274725274725,0.0297713027596047,0,broker
Ashish Sureka,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1964,5,5,8.553395405858553e-05,4.560699067700097e-05,0.4,0.017391304347826,0,broker
Willian Nalepa Oizumi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6558,13,15,8.311420285308596e-05,5.708912943271987e-06,0.7692307692307693,0.0413122139749383,0,core
Angelo Susi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6359,5,5,8.303385492638616e-05,9.526436150094038e-06,0.6,0.0260869565217391,0,core
Xiao Cheng,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6657,8,9,8.190993788726718e-05,1.0868612053816622e-05,0.5714285714285714,0.0300026854895556,0,broker
Loli Burgueño,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8360,6,7,8.171011028198503e-05,1.864408721896596e-05,0.7333333333333333,0.0364044240561427,0,core
Antonio Vallecillo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8363,6,7,8.171011028198503e-05,1.864408721896596e-05,0.7333333333333333,0.0364044240561427,0,core
Di Yang 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3731,9,10,8.092390640646754e-05,3.16403546135515e-05,0.6666666666666666,0.0343636928118032,0,core
Jonas Fritzsch,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2391,11,24,8.084326749996995e-05,1.241903680620625e-06,0.4363636363636363,0.0435285044930571,0,broker
Paulo Meirelles,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3281,10,18,8.059828251847146e-05,0.0001003958385146,0.4444444444444444,0.0351561687813688,0,broker
Rabe Abdalkareem,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7849,8,9,7.984655974207925e-05,2.434476187261038e-06,0.5714285714285714,0.0306894084248155,0,broker
Yun Yang 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7346,6,6,7.958943230967603e-05,8.421245366315068e-05,0.4666666666666667,0.0236070150449556,0,broker
Michele Tucci 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9799,7,16,7.951006715125664e-05,6.099485490590671e-05,0.4285714285714285,0.0420627480487952,0,broker
Noman Ahmad,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12507,9,11,7.933799708084058e-05,0.0,0.7222222222222222,0.0469061887838816,0,core
Gillian C. Oliver,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1074,10,20,7.886176472414732e-05,4.793506725924385e-05,0.5111111111111111,0.0478056744904957,0,broker
Linda Erlenhov,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3207,5,6,7.80482401175294e-05,6.443272273655493e-05,0.6,0.0306073226068673,0,core
Tao Wang 0030,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2014,18,21,7.801771906098841e-05,1.583332692223847e-05,0.6405228758169934,0.037010651129075,0,core
Liu Wang 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6900,13,14,7.768374762265059e-05,5.1745986692526e-08,0.5512820512820513,0.027213407322509,0,broker
Eman Abdullah AlOmar,4:a207e2fc-2358-4733-aaec-376a2c17a19b:44,11,20,7.717087279634749e-05,5.00211204694418e-08,0.4181818181818181,0.0346348559701238,0,broker
Jiahong Xiang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2335,13,21,7.708168989654585e-05,3.86778028301724e-06,0.6923076923076923,0.0502029065771465,0,core
Mojtaba Bagherzadeh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2055,7,8,7.688261541135534e-05,2.5234102897231703e-05,0.7142857142857143,0.0390868095201058,0,core
Mukelabai Mukelabai,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4850,9,11,7.679868452379348e-05,3.468705974622326e-06,0.4722222222222222,0.0267940747707102,0,broker
Haibing Zheng,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10337,13,14,7.66269864063475e-05,1.057170508128305e-06,0.5512820512820513,0.0272731861139014,0,broker
Jafar M. Al-Kofahi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7183,7,8,7.644843785104676e-05,0.0,0.6666666666666666,0.0384502561921345,0,core
Suresh Thummalapenta,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8026,7,7,7.630109448073884e-05,3.2806955563061484e-06,0.4761904761904761,0.0216195643277586,0,broker
Thanh Le-Cong,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4989,10,11,7.600005816997763e-05,3.10475920155156e-08,0.6,0.0302498894288599,0,core
Miguel Angel Fernández,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1278,9,10,7.5146622083105e-05,5.127780871768887e-06,0.5833333333333334,0.0313842658816051,0,broker
James Dominic,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9141,11,16,7.497239815001177e-05,8.61915651675177e-06,0.4363636363636363,0.0281481932369744,0,broker
Jorge Melegati,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4681,6,8,7.475984997111149e-05,0.0,0.7333333333333333,0.0472333311667299,0,core
Reem Alfayez,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2754,8,13,7.454137934160578e-05,0.0001814321974374,0.5,0.0324145330047844,0,broker
Lukas Alperowitz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2519,8,12,7.44664057818584e-05,2.5872993346263e-08,0.4642857142857143,0.0331364657688735,0,broker
Wei Minn,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7497,5,6,7.429103338126673e-05,0.0,0.6,0.0379656528368529,0,core
Roman Haas,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9635,4,5,7.375136347906777e-05,0.0,0.6666666666666666,0.0410466861934435,0,core
Stephan Lipp,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4035,7,8,7.348788413587333e-05,0.0,0.6190476190476191,0.0336525269215225,0,core
Sayem Mohammad Imtiaz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2526,9,10,7.303006058101195e-05,8.017652356432877e-06,0.5833333333333334,0.0314391387637053,0,broker
Peng Liu 0010,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1483,7,8,7.225835019449188e-05,4.314950110977305e-05,0.6190476190476191,0.0310595773699309,0,core
Marvin Wyrich,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1999,6,12,7.176742952666157e-05,3.4497324461684e-09,0.5333333333333333,0.0519993734292229,0,broker
Emily Winter 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5422,9,12,7.156935982203277e-05,9.250420592981496e-05,0.5,0.0269675273969639,0,broker
